doy,year,NEE_gCm2day,NEE_unc_gCm2day,GPP_gCm2day,GPP_unc_gCm2day,Reco_gCm2day,Reco_unc_gCm2day,Evap_kgH2Om2day,Evap_unc_kgH2Om2day,Cwood_stock_gCm2,Cwood_stock_unc_gCm2,Croots_stock_gCm2,Croots_stock_unc_gCm2,Cfol_stock_gCm2,Cfol_stock_unc,LAI_m2m2,LAI_unc_m2m2,foliage_to_litter_gCm2day,foliage_to_litter_unc_gCm2day,foliage_to_litter_lag_tstep
70,2011,1.307629442,0.6495163,0.181419353,1.437429601,1.094193911,1.000146686,0.245541457,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.57,0.25,-9999,-9999,-9999
77,2011,1.691365031,0.636616107,0.303344258,1.311068016,1.888180393,1.000118231,0.185632471,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.61,0.25,-9999,-9999,-9999
84,2011,2.158804022,0.719418375,-9999,2.116306013,1.936802438,1.00166428,0.363288364,0.297446425,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
91,2011,2.470346985,0.654297803,0.36897214,1.419305985,2.298240787,1.00015739,0.383998282,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.83,0.25,-9999,-9999,-9999
98,2011,2.811374109,0.607747256,0.71103928,1.598039075,3.315176914,1.000056563,0.790095256,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,0.25,-9999,-9999,-9999
105,2011,1.224831383,0.632293979,1.706248419,1.334901615,2.924344538,1.00146239,0.811326929,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.12,0.25,-9999,-9999,-9999
112,2011,1.368187998,0.679790686,2.671424897,1.559474639,3.757275378,1.000215759,1.182116045,0.269473126,-9999,-9999,-9999,-9999,-9999,-9999,1.5,0.32,-9999,-9999,-9999
119,2011,-0.103234819,0.648011688,4.90924954,1.502076714,4.453046274,1.000143333,1.758112697,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.78,0.38,-9999,-9999,-9999
126,2011,-1.401721746,0.627643789,5.463198287,1.246707794,4.240825328,1.001452343,1.454684927,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.69,0.96,-9999,-9999,-9999
133,2011,-3.040265057,0.741321228,8.345820821,1.58629332,5.402144271,1.000365802,1.971659024,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.37,0.89,-9999,-9999,-9999
140,2011,-4.60104748,0.67565698,9.388390877,1.370972622,4.471868987,1.00341017,1.957385158,0.362676292,-9999,-9999,-9999,-9999,-9999,-9999,6.22,1.33,-9999,-9999,-9999
147,2011,-6.651728606,0.704474606,10.59728913,1.397811204,3.811057443,1.00162776,2.428982949,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,1.03,-9999,-9999,-9999
154,2011,-6.299351977,0.698662281,10.28455039,1.399055411,3.966412259,1.000260389,2.330283004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.4,1.29,-9999,-9999,-9999
161,2011,-6.733183559,0.722557366,11.05486184,1.413412942,4.485647402,1.019913526,2.103950506,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.01,1.37,-9999,-9999,-9999
168,2011,-7.360982353,0.696175972,12.21448101,1.422642153,4.626434634,1.00345828,2.427594212,0.407219322,-9999,-9999,-9999,-9999,-9999,-9999,5.06,1.02,-9999,-9999,-9999
175,2011,-6.967699711,0.624212875,11.17718578,1.216269824,3.961836133,1.000091383,2.105776479,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.15,1.34,-9999,-9999,-9999
182,2011,-6.256401678,0.753663277,9.804574338,1.585314829,3.752058322,1.000397474,2.017506685,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
189,2011,-5.819896852,0.691197317,9.40650759,1.465908431,3.431504446,1.000242604,1.869722477,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.31,1.12,-9999,-9999,-9999
196,2011,-5.51247517,0.624799254,9.775951022,1.252936276,4.184530614,1.000092634,2.491151979,0.383735481,-9999,-9999,-9999,-9999,-9999,-9999,3.07,1.5,-9999,-9999,-9999
203,2011,-7.095761681,0.64262043,11.04394006,1.220724037,3.835127183,1.00013143,2.270668501,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.7,1.34,-9999,-9999,-9999
210,2011,-6.777442931,0.681541449,10.42271601,1.312597508,3.430284012,1.003423764,1.551948027,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
217,2011,-4.740700206,0.622632598,8.573397943,1.30534311,3.730533835,1.000087993,1.04979561,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.1,0.42,-9999,-9999,-9999
224,2011,-4.78172127,0.648952255,8.54053697,1.285056761,3.704278999,1.000145435,1.52024413,0.311890223,-9999,-9999,-9999,-9999,-9999,-9999,5.6,1.13,-9999,-9999,-9999
231,2011,-9999,0.911057024,-9999,2.116306013,-9999,1.147121965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6,1.21,-9999,-9999,-9999
238,2011,-9999,0.911057024,-9999,2.116306013,-9999,1.147121965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.87,1.05,-9999,-9999,-9999
245,2011,-3.616064658,0.687189294,8.495098303,1.306243729,4.481183878,1.010755108,1.466160108,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.06,1.03,-9999,-9999,-9999
252,2011,-2.362219286,0.699550693,6.224810841,1.472174562,3.794120965,1.000262634,1.319104679,0.296010338,-9999,-9999,-9999,-9999,-9999,-9999,4.77,0.97,-9999,-9999,-9999
259,2011,-2.815333378,0.763605898,6.608702887,1.523414205,3.046407133,1.000335851,1.177061471,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.88,0.99,-9999,-9999,-9999
266,2011,-3.353544526,0.620498077,6.525551968,1.242798554,3.139139153,1.001437055,1.033893018,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.13,1.62,-9999,-9999,-9999
273,2011,-2.072905265,0.737687952,5.919248664,1.483748371,4.273183482,1.000356579,1.219791271,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.31,0.93,-9999,-9999,-9999
280,2011,-1.348034136,0.607301113,4.036912506,1.176040794,2.841806619,1.000055632,0.779187383,0.353287333,-9999,-9999,-9999,-9999,-9999,-9999,2.87,0.97,-9999,-9999,-9999
287,2011,-0.336428328,0.635261205,2.490911557,1.168377097,2.240293313,1.000115257,0.517828457,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,0.5,-9999,-9999,-9999
294,2011,0.018085833,0.602300076,2.203974223,1.324264918,2.133434029,1.00004525,0.444028093,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.92,0.89,-9999,-9999,-9999
301,2011,1.249570426,0.676263093,1.087943491,1.344049917,2.194778778,1.000207657,0.386810242,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.88,0.42,-9999,-9999,-9999
308,2011,2.220635879,0.647722091,0.458335436,1.654321388,2.730713189,1.000142689,0.35843253,0.255373459,-9999,-9999,-9999,-9999,-9999,-9999,0.7,0.25,-9999,-9999,-9999
315,2011,2.608063158,0.657051089,0.203897878,1.424065504,2.667673745,1.001517174,0.117353162,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.7,0.25,-9999,-9999,-9999
322,2011,2.282973925,0.68220989,0.053456282,1.447565791,1.947993973,1.010743225,-0.032475876,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.7,0.25,-9999,-9999,-9999
329,2011,1.828878506,0.682664787,0.211567898,1.405788587,1.943463166,1.006168397,-0.070838631,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.38,0.25,-9999,-9999,-9999
336,2011,1.877214824,0.58565463,0.167390865,1.634535676,1.926554889,1.000011313,-0.121310346,0.262688723,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
343,2011,1.501781511,0.58565463,0.138314316,1.37201957,1.648648948,1.000011313,-0.270059136,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
350,2011,1.364728824,0.58,0.10442079,1.436201278,1.443168607,1,-0.231025967,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
357,2011,1.45973886,0.591255182,0.093644669,1.349852936,1.415576106,1.000022625,-0.180134311,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
365,2011,1.521689649,0.58,0.129005676,1.380343493,1.636022232,1,-0.172854221,0.068185441,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,114.87,36.69,52
7,2012,1.435861589,0.58,0.0809977,1.653390733,1.421571875,1,-0.382951801,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14,2012,1.201350556,0.58,0.180971735,1.601826125,1.36518551,1,-0.169756943,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
21,2012,1.238403403,0.58565463,0.115781671,1.565518007,1.111355926,1.000011313,-0.17492811,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28,2012,1.132085968,0.664331399,0.176606376,1.47713807,1.254232039,1.000180175,-0.087627782,0.155607121,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,2012,0.748420141,0.722776463,0.088151701,1.514057034,0.642925148,1.006264279,0.055279991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.34,0.25,-9999,-9999,-9999
42,2012,1.001333818,0.690015636,0.144213271,1.407991048,0.508407435,1.000239871,0.108123466,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.7,0.25,-9999,-9999,-9999
49,2012,0.944845157,0.61731678,0.130767214,1.502507935,0.903963878,1.000076681,-0.009640615,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
56,2012,1.164070364,0.58565463,0.185739529,1.635040553,1.290994262,1.000011313,0.085554247,0.279522228,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
63,2012,1.758396446,0.58565463,0.297601669,1.384978426,2.083989442,1.000011313,0.228479446,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.43,0.25,-9999,-9999,-9999
70,2012,1.553799954,0.634834399,0.382611729,1.587576168,2.013482756,1.000114326,0.295616562,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.39,0.25,-9999,-9999,-9999
77,2012,2.040226588,0.654297803,0.147862709,1.474860011,2.00789368,1.00014733,0.273514742,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
84,2012,2.425478097,0.607301113,-9999,2.116306013,1.811043643,1.000055632,0.404381491,0.207058685,-9999,-9999,-9999,-9999,-9999,-9999,0.67,0.25,-9999,-9999,-9999
91,2012,2.109670816,0.622933858,0.371085967,1.440122261,2.078749849,1.000088637,0.344490546,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.53,0.25,-9999,-9999,-9999
98,2012,1.64097978,0.610227219,0.574296563,1.372881111,2.092803985,1.001415391,0.536186823,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.8,0.32,-9999,-9999,-9999
105,2012,1.090523128,0.65159357,1.267952706,1.448973305,2.257353253,1.000151326,0.646758744,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.14,0.31,-9999,-9999,-9999
112,2012,0.731782468,0.659181678,1.73267121,1.56473061,2.228694546,1.000168429,0.7093423,0.24701973,-9999,-9999,-9999,-9999,-9999,-9999,0.93,0.27,-9999,-9999,-9999
119,2012,1.45730138,0.662401584,2.323384972,1.509942849,3.754843513,1.000175692,0.866973413,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.83,0.25,-9999,-9999,-9999
126,2012,1.709064272,0.749639297,4.779562849,1.549112936,6.423438321,1.000387096,1.414172729,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.27,0.26,-9999,-9999,-9999
133,2012,-0.115481,0.681656968,4.977467469,1.465937525,4.308405741,1.003424056,1.040660172,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.56,1.26,-9999,-9999,-9999
140,2012,-2.819739003,0.723631296,6.895309016,1.56685531,3.681846138,1.000321501,1.469365876,0.388388836,-9999,-9999,-9999,-9999,-9999,-9999,4.8,0.98,-9999,-9999,-9999
147,2012,-4.483991643,0.720728675,10.43357196,1.464674711,5.989568801,1.000314159,3.059121295,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.5,1.1,-9999,-9999,-9999
154,2012,-7.076748469,0.677682946,11.83991089,1.352080368,4.705348366,1.000210854,2.145000164,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.29,1.08,-9999,-9999,-9999
161,2012,-4.871588501,0.675702747,8.679689889,1.288396693,4.15763175,1.001559691,1.386669708,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
168,2012,-6.217527193,0.698393687,10.71475995,1.417603763,4.414078486,1.000238699,1.870797833,0.41037413,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
175,2012,-6.494656403,0.659117169,10.27120861,1.172049573,4.703304656,1.000168407,2.350136824,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
182,2012,-8.241012202,0.756841032,12.7684582,1.532606316,4.892703823,1.001759117,2.138119333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
189,2012,-6.903049515,0.81589034,10.40892072,1.671024325,4.709635263,1.000565251,1.654042965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.79,1.17,-9999,-9999,-9999
196,2012,-7.052343308,0.641772088,11.18128345,1.400346944,3.910999925,1.000129543,1.906376034,0.444653158,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
203,2012,-6.667629058,0.657533606,11.20700133,1.453003958,4.020445159,1.000164432,1.847749673,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
210,2012,-8.66736523,0.776169723,13.42814069,1.500480362,4.664740858,1.003660085,3.706657464,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,0.25,-9999,-9999,-9999
217,2012,-7.231302696,0.661967082,12.11535756,1.416973716,3.990627206,1.006120602,3.461817563,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.55,1.24,-9999,-9999,-9999
224,2012,-6.185102547,0.63704172,10.71865255,1.490309533,3.638429503,1.000119162,1.991545096,0.420207017,-9999,-9999,-9999,-9999,-9999,-9999,2.1,0.42,-9999,-9999,-9999
231,2012,-8.467317408,0.719118549,13.1387251,1.514057034,3.801659395,1.046694801,3.466538222,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.51,1.12,-9999,-9999,-9999
238,2012,-6.125096956,0.676491702,10.04031794,1.288114149,4.581010398,1.000208101,2.635643202,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.81,2.05,-9999,-9999,-9999
245,2012,-4.252970424,0.756453272,7.565747228,1.627480513,3.541070295,1.000485228,1.419147958,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.97,1.23,-9999,-9999,-9999
252,2012,-5.788966484,0.671081902,9.230220157,1.36295788,3.790962543,1.019837622,1.808077741,0.386346449,-9999,-9999,-9999,-9999,-9999,-9999,6.1,1.4,-9999,-9999,-9999
259,2012,-4.269473772,0.729422781,7.707274818,1.517158088,3.691350051,1.00033582,1.43021353,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.02,0.25,-9999,-9999,-9999
266,2012,-5.154355397,0.622933858,7.989500628,1.234113099,2.978282158,1.000088637,1.398107137,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,1.01,-9999,-9999,-9999
273,2012,-2.84531323,0.687047469,5.44053858,1.425807794,2.452984107,1.000232829,0.790077153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.33,1.17,-9999,-9999,-9999
280,2012,-2.557939795,0.59634885,4.778856616,1.115820027,2.173917841,1.000033007,0.528323349,0.310529877,-9999,-9999,-9999,-9999,-9999,-9999,6.75,1.35,-9999,-9999,-9999
287,2012,-1.470870373,0.622933858,3.635206677,1.253287312,2.095925844,1.000088637,0.591793725,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
294,2012,1.196575028,0.612703833,2.866706662,1.269723774,4.180571256,1.000066944,0.544116334,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.58,1.52,-9999,-9999,-9999
301,2012,2.877691019,0.622933858,0.653776613,1.485617368,3.597785483,1.000088637,0.231419674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.38,0.28,-9999,-9999,-9999
308,2012,2.331035783,0.607301113,0.377631994,1.436535334,2.663114149,1.000055632,0.050288614,0.195896609,-9999,-9999,-9999,-9999,-9999,-9999,0.57,0.25,-9999,-9999,-9999
315,2012,2.721671095,0.58,0.255437808,1.375049188,3.012311067,1,-0.124405605,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.3,0.25,-9999,-9999,-9999
322,2012,2.971531803,0.648952255,0.366113378,1.399040714,3.08725647,1.000145435,0.033498364,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.68,0.25,-9999,-9999,-9999
329,2012,2.83610745,0.635517922,0.266460165,1.35935825,3.554629677,1.000190235,0.066805679,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.31,0.25,-9999,-9999,-9999
336,2012,2.325708824,0.657000176,0.440222703,1.384497736,3.23255229,1.000244803,0.017436826,0.228228613,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
343,2012,1.632383479,0.65159357,0.19836875,1.469454218,1.77276198,1.000151326,-0.046395313,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
350,2012,1.556148583,0.606545395,0.196118711,1.451315968,1.392218684,1.000054057,-0.094083136,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
357,2012,1.757883141,0.58565463,0.197203157,1.255298736,1.712981892,1.000011313,-0.06069416,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
366,2012,1.790682793,0.588688341,0.131099947,1.545574719,1.895786248,1.001371132,-0.264457858,0.169549461,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,180.98,34.47,52
7,2013,1.828248359,0.591255182,0.139458207,1.339871247,1.98485308,1.000022625,-0.249014802,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14,2013,1.361944995,0.627657107,0.089000562,1.428441164,1.441408218,1.000098861,-0.005831023,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
21,2013,0.720552222,0.627603809,0.062549122,1.619593216,0.78290353,1.000098718,0.003297733,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28,2013,1.282032177,0.626309605,0.301816587,1.345130973,1.799178563,1.003263265,-0.025082979,0.195904018,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,2013,1.410787556,0.58,0.315290906,1.387919087,1.644122016,1,-0.325689453,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42,2013,1.219567129,0.59680318,0.161576509,1.545022241,1.085248124,1.000033938,0.090090042,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
49,2013,1.439594752,0.591255182,0.169341369,1.690207135,1.461494967,1.000022625,0.111835195,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.9,0.25,-9999,-9999,-9999
56,2013,1.265984081,0.58565463,0.192370119,1.616045363,1.306580674,1.000011313,0.094195488,0.091647093,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
63,2013,1.195736395,0.692215649,0.303650579,1.346115879,1.569377521,1.006190579,0.045604363,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
70,2013,1.267785981,0.614243925,0.339101465,1.34611115,1.286370916,1.003274541,0.08602833,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
77,2013,1.385260318,0.732065534,0.276177458,1.430968568,1.306001812,1.001695828,0.247585683,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
84,2013,1.191979448,0.685776993,0.271406324,1.496347485,1.266687323,1.000227956,0.349179668,0.326343185,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
91,2013,1.141644918,0.58565463,0.263118541,1.604179681,1.275069062,1.000011313,0.485613196,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
98,2013,1.324910699,0.624212875,0.16892911,1.487754436,1.375344569,1.000091383,0.362569609,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
105,2013,2.707515349,0.612703833,0.464019943,1.413183725,2.713455711,1.000033938,0.429038321,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112,2013,2.864511525,0.672256231,0.884406315,1.690797321,3.58291031,1.000197135,0.637543478,0.219143468,-9999,-9999,-9999,-9999,-9999,-9999,0.58,0.25,-9999,-9999,-9999
119,2013,2.215622392,0.765510505,1.682384166,1.300232162,3.713315785,1.000427438,0.745159057,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
126,2013,0.864022412,0.696759735,3.24257009,1.66362412,3.949848736,1.000255912,1.217649243,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.13,0.25,-9999,-9999,-9999
133,2013,0.31260179,0.666677083,4.633122059,1.42140775,4.228932399,1.000152478,1.068396946,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.96,0.46,-9999,-9999,-9999
140,2013,-2.646631095,0.70897761,8.167317552,1.446317504,5.313999216,1.000284271,1.764828361,0.397463697,-9999,-9999,-9999,-9999,-9999,-9999,2.99,0.87,-9999,-9999,-9999
147,2013,-2.29148302,0.654857244,6.20306623,1.293458844,3.942734531,1.000158641,0.773318114,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
154,2013,-2.132164081,0.610227219,6.700220738,1.355943241,4.178171019,1.000114356,0.894044539,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
161,2013,-6.761484388,0.664782354,11.50692975,1.316144361,4.62702502,1.019823577,2.376598385,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.1,1.22,-9999,-9999,-9999
168,2013,-9999,0.911057024,-9999,2.116306013,-9999,1.147121965,-9999,0.235340064,-9999,-9999,-9999,-9999,-9999,-9999,4.05,1.48,-9999,-9999,-9999
175,2013,-8.875124032,0.649185625,14.06558735,1.357493724,4.661841979,1.003350096,2.415159453,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.65,0.95,-9999,-9999,-9999
182,2013,-8.577240944,0.624212875,12.4786273,1.277573255,3.623212217,1.000091383,1.696799634,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.14,1.73,-9999,-9999,-9999
189,2013,-10.38427394,0.818850873,15.79142218,1.621900348,3.944606244,1.00057361,3.039134191,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.54,0.92,-9999,-9999,-9999
196,2013,-11.87883835,0.735539143,15.18118532,1.356131508,3.944948929,1.003554991,3.039825356,0.453733201,-9999,-9999,-9999,-9999,-9999,-9999,3.05,1.58,-9999,-9999,-9999
203,2013,-9999,0.911057024,-9999,2.116306013,-9999,1.147121965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.38,1.2,-9999,-9999,-9999
210,2013,-5.875544574,0.709976985,11.09515604,1.485064657,4.752363385,1.003491568,2.37219531,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.63,1.4,-9999,-9999,-9999
217,2013,-9.552598885,0.601849895,13.18578095,1.1628358,3.656698046,1.000044319,3.082662687,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.69,0.95,-9999,-9999,-9999
224,2013,-9.29896966,0.801976761,12.46017609,1.698940075,2.600927371,1.000526443,2.576142745,0.425740053,-9999,-9999,-9999,-9999,-9999,-9999,3.42,2.3,-9999,-9999,-9999
231,2013,-8.039783698,0.777911932,12.92231258,1.54502912,5.780749938,1.001788499,2.493330804,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.13,0.25,-9999,-9999,-9999
238,2013,-7.476366469,0.692236979,12.11315381,1.570744484,4.144739412,1.000245046,2.001297728,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.8,1.16,-9999,-9999,-9999
245,2013,-5.539015218,0.656423603,11.28099624,1.537376934,5.047238362,1.000162163,1.669419206,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.6,1.12,-9999,-9999,-9999
252,2013,-3.777492984,0.755627427,10.39442943,1.479378115,5.277886783,1.000399762,1.133827905,0.435757588,-9999,-9999,-9999,-9999,-9999,-9999,5.72,1.48,-9999,-9999,-9999
259,2013,-3.893318584,0.690559899,7.372734348,1.382994386,3.576318983,1.000229791,0.597932209,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.7,1.14,-9999,-9999,-9999
266,2013,-4.747551529,0.632998576,8.552141874,1.176867675,3.933064472,1.000077325,0.804355619,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
273,2013,-4.608230583,0.624799254,7.250117396,1.160758816,2.928462806,1.000055632,1.033820562,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.34,0.28,-9999,-9999,-9999
280,2013,-2.483852183,0.627903414,3.91796504,1.324999301,1.101865401,1.000087993,0.601396078,0.270402419,-9999,-9999,-9999,-9999,-9999,-9999,5.2,1.08,-9999,-9999,-9999
287,2013,0.519923998,0.707120292,2.133641443,1.641270807,1.338748687,1.000269481,0.089730979,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
294,2013,2.08515208,0.624212875,1.60313874,1.417696962,2.882391056,1.000091383,0.046147476,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
301,2013,3.659496788,0.632708789,0.566915177,1.630437889,3.988244823,1.000109738,0.014189179,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.97,0.25,-9999,-9999,-9999
308,2013,3.427173769,0.58,0.239752936,1.430480052,3.332629995,1,-0.106707867,0.24454041,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
315,2013,3.141801763,0.58565463,0.353364027,1.351264932,3.546456585,1.000011313,-0.109819,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
322,2013,3.514308688,0.58,0.30609591,1.389855178,3.247380195,1,0.017364969,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.3,0.25,-9999,-9999,-9999
329,2013,4.057233797,0.587265662,0.364610353,1.432450178,3.468540528,1.003219088,-0.074701308,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.43,0.25,-9999,-9999,-9999
336,2013,-9999,0.911057024,-9999,2.116306013,-9999,1.147121965,-9999,0.066244212,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
343,2013,-9999,0.911057024,-9999,2.116306013,-9999,1.147121965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
